Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
2.378387,,Cancel,278147911,,,-660,,,
2.381819,,Insert,278148499,0,B,1000,124200,G,
2.385633,,Insert,278148631,0,A,660,124400,G,
2.385848,,Cancel,278148631,,,-660,,,
2.389767,,Insert,278148707,0,A,660,124400,G,
2.391657,,Cancel,278146663,,,-1000,,,
2.40103,,Cancel,278148707,,,-660,,,
2.442071,,Cancel,278140623,,,-1000,,,
2.447992,,Cancel,278135019,,,-1000,,,
2.448,,Insert,278149611,0,B,1000,122800,G,
2.448018,,Insert,278149615,0,B,1000,94900,G,
2.450697,,Insert,278149663,0,B,660,124300,G,
2.450863,,Cancel,278147131,,,-1000,,,
2.450902,,Insert,278149715,0,A,1000,124600,G,
2.450924,,Insert,278149735,0,A,1000,124500,G,
2.450985,,Insert,278149751,0,A,2000,125400,G,
2.451071,,Insert,278149775,0,B,1000,124300,G,
2.451147,,Insert,278149807,0,A,1000,124500,G,
2.451207,,Insert,278149823,0,A,1000,125100,G,
2.451259,,Cancel,278146691,,,-2000,,,
2.451259,,Insert,278149839,0,A,2000,158900,G,
2.451466,,Cancel,278121507,,,-1000,,,
2.451499,,Cancel,278149839,,,-2000,,,
2.451499,,Insert,278149935,0,A,2000,158800,G,
2.451555,,Cancel,278149935,,,-2000,,,
2.451555,,Insert,278149971,0,A,2000,158900,G,
2.45224,,Insert,278150151,0,B,1000,124000,G,
2.457107,,Cancel,278118251,,,-1000,,,
2.4586,,Insert,278150551,0,A,1000,129400,G,
2.459467,,Cancel,278146643,,,-2000,,,
2.459507,,Cancel,278149807,,,-1000,,,
2.459682,,Cancel,278113635,,,-1000,,,
2.459684,,Insert,278150635,0,B,1000,124300,G,
2.459684,,Cancel,278115231,,,-2000,,,
2.459763,,Insert,278150675,0,B,1000,124400,G,
2.459795,,Cancel,278146655,,,-1000,,,
2.459799,,Insert,278150699,0,B,3000,124200,G,
2.459801,,Cancel,278146887,,,-3000,,,
2.459818,,Cancel,278114967,,,-1000,,,
2.459839,,Cancel,278146711,,,-2000,,,
2.459839,,Insert,278150727,0,B,2000,90600,G,
2.45989,,Cancel,278114971,,,-2000,,,
2.459902,,Cancel,278113619,,,-8000,,,
2.460104,,Cancel,278112883,,,-2000,,,
2.460158,,Insert,278150855,0,B,1000,124400,G,
2.462011,,Insert,278151075,0,B,1000,124400,G,
2.464254,,Cancel,278151075,,,-1000,,,
2.464262,,Insert,278151347,0,A,8000,124500,G,
2.464285,,Cancel,278150855,,,-1000,,,
2.464537,,Insert,278151387,0,A,1000,124500,G,
2.464894,,Cancel,278147979,,,-1000,,,
2.467847,,Cancel,278151347,,,-8000,,,
2.46787,,Cancel,278131035,,,-1000,,,
2.47023,,Cancel,278149775,,,-1000,,,
2.470254,,Cancel,278139559,,,-1000,,,
2.470503,,Insert,278151535,0,A,1000,124500,G,
2.478591,,Insert,278151667,0,A,2000,124800,G,
2.478595,,Insert,278151671,0,A,8000,124500,G,
2.488182,,Insert,278151895,0,B,400,116400,G,
2.488242,,Cancel,278151671,,,-8000,,,
2.488268,,Cancel,278151535,,,-1000,,,
2.488455,,Cancel,278151667,,,-2000,,,
2.508033,,Insert,278152183,0,A,1000,126000,G,
2.508059,,Insert,278152187,0,A,1000,153900,G,
2.515448,,Cancel,278149735,,,-1000,,,
2.516054,,Insert,278152315,0,B,8000,124400,G,
2.516059,,Cancel,278150635,,,-1000,,,
2.516081,,Cancel,278151387,,,-1000,,,
2.516121,,Cancel,278115939,,,-2000,,,
2.516177,,Insert,278152339,0,B,1000,124400,G,
2.516185,,Insert,278152343,0,B,1000,124400,G,
2.516326,,Insert,278152351,0,B,1000,124400,G,
2.516384,,Cancel,278152351,,,-1000,,,
2.522931,,Cancel,278152315,,,-8000,,,
2.523118,,Cancel,278152339,,,-1000,,,
2.523225,,Cancel,278152343,,,-1000,,,
2.523277,,Insert,278152615,0,A,1000,124500,G,
2.539666,,Insert,278152791,0,A,8000,124500,G,
2.543237,,Cancel,278129455,,,-1000,,,
2.547847,,Cancel,278152791,,,-8000,,,
2.547886,,Insert,278152927,0,B,1000,123800,G,
2.556887,,Insert,278153055,0,B,1000,124400,G,
2.557158,,Insert,278153059,0,B,1000,124400,G,
2.557159,,Cancel,278152615,,,-1000,,,
2.589158,,Insert,278153367,0,B,2000,124000,G,
2.589171,,Insert,278153371,0,A,2000,125600,G,
2.592031,,Cancel,278153059,,,-1000,,,
2.592056,,Insert,278153383,0,A,1000,168500,G,
2.598156,,Cancel,7078573,,,-10000,,,
2.598156,,Cancel,7078574,,,-10000,,,
2.598156,,Insert,7078575,1,A,10000,125000,G,
2.598156,,Insert,7078576,1,B,10000,123800,G,
2.600106,,Cancel,278112879,,,-670,,,
2.600108,,Insert,278153491,0,B,1000,124400,G,
2.600111,,Insert,278153495,0,B,8000,124400,G,
2.600474,,Insert,278153543,0,B,1000,124400,G,
2.604336,,Cancel,278153491,,,-1000,,,
2.60435,,Insert,278153643,0,A,1000,124500,G,
2.604541,,Insert,278153647,0,A,660,124500,G,
2.604566,,Cancel,278153543,,,-1000,,,
2.604596,,Cancel,278153495,,,-8000,,,
2.604851,,Cancel,278153055,,,-1000,,,
2.605087,,Insert,278153663,0,A,2000,124800,G,
2.608945,,Cancel,278153663,,,-2000,,,
2.612476,,Insert,278153759,0,A,2000,124800,G,
2.612479,,Insert,278153763,0,A,8000,124500,G,
2.612507,,Insert,278153767,0,A,1000,124500,G,
2.613567,,Cancel,278153759,,,-2000,,,
2.61371,,Cancel,278153767,,,-1000,,,
2.615178,,Cancel,278153763,,,-8000,,,
2.6152,,Insert,278153827,0,B,1000,124400,G,
2.615205,,Cancel,278153647,,,-660,,,
2.615308,,Insert,278153843,0,B,1000,124400,G,
2.615411,,Cancel,278153843,,,-1000,,,
2.615842,,Insert,278153883,0,B,1000,124400,G,
2.616581,,Cancel,278153883,,,-1000,,,
2.616606,,Insert,278153951,0,A,660,124500,G,
2.641842,,Insert,278154335,0,A,8000,124500,G,
2.64203,,Cancel,278153827,,,-1000,,,
2.657754,,Insert,278154603,0,A,2000,124800,G,
2.669786,,Cancel,278154603,,,-2000,,,
2.713249,,Cancel,278154335,,,-8000,,,
2.71325,,Cancel,278110335,,,-8000,,,
2.71325,,Cancel,278153643,,,-1000,,,
2.713314,,Cancel,278152183,,,-1000,,,
2.713361,,Cancel,278111147,,,-1000,,,
2.713377,,Cancel,278109903,,,-2000,,,
2.713472,,Insert,278155575,0,A,1000,124500,G,
2.713513,,Insert,278155587,0,B,1000,124400,G,
2.713574,,Insert,278155611,0,B,1000,124400,G,
2.713687,,Cancel,278155575,,,-1000,,,
2.713725,,Insert,278155647,0,B,1000,124400,G,
2.713748,,Cancel,278120067,,,-1000,,,
2.713877,,Cancel,278153951,,,-660,,,
2.713903,,Cancel,278117883,,,-7000,,,
2.714066,,Insert,278155775,0,A,1000,125800,G,
2.714074,,Insert,278155779,0,B,1000,124400,G,
2.714428,,Insert,278155911,0,B,660,124400,G,
2.714551,,Insert,278155935,0,B,2000,124100,G,
2.714825,,Cancel,278098651,,,-1010,,,
2.714859,,Insert,278155987,0,A,1000,124700,G,
2.714859,,Insert,278155995,0,A,2000,125500,G,
2.714864,,Insert,278156007,0,A,1000,124600,G,
2.714864,,Insert,278156011,0,A,1000,124900,G,
2.714894,,Insert,278156035,0,A,1000,124600,G,
2.714909,,Cancel,278149971,,,-2000,,,
2.714909,,Insert,278156047,0,A,2000,159000,G,
2.714935,,Insert,278156067,0,A,1000,124600,G,
2.714943,,Insert,278156071,0,A,1000,125200,G,
2.715253,,Cancel,278155935,,,-2000,,,
2.715284,,Cancel,278156047,,,-2000,,,
2.715284,,Insert,278156139,0,A,2000,158900,G,
2.715332,,Cancel,278156139,,,-2000,,,
2.715332,,Insert,278156151,0,A,2000,159000,G,
2.716148,,Cancel,278156071,,,-1000,,,
2.716264,,Insert,278156259,0,A,1000,124500,G,
2.71629,,Cancel,278155987,,,-1000,,,
2.71629,,Cancel,278155911,,,-660,,,
2.716298,,Insert,278156263,0,A,3000,124700,G,
2.716349,,Cancel,278156151,,,-2000,,,
2.716349,,Insert,278156271,0,A,2000,158900,G,
2.716385,,Cancel,278155995,,,-2000,,,
2.716658,,Insert,278156343,0,B,1000,124100,G,
2.716964,,Cancel,278156343,,,-1000,,,
2.721963,,Insert,278156583,0,B,660,124400,G,
2.721974,,Insert,278156587,0,B,8000,124400,G,
2.725272,,Cancel,278156583,,,-660,,,
2.742153,,Cancel,278155779,,,-1000,,,
2.747992,,Cancel,278149611,,,-1000,,,
2.754195,,Insert,278157019,0,A,8000,124600,G,
2.766906,,Cancel,278156007,,,-1000,,,
2.796674,,Insert,278157743,0,A,660,124500,G,
2.796736,,Cancel,278157743,,,-660,,,
2.80735,,Insert,278158023,0,B,1000,122900,G,
2.807359,,Insert,278158027,0,A,660,124500,G,
2.823165,,Cancel,278158027,,,-660,,,
2.830949,,Insert,278158271,0,A,660,124500,G,
2.830954,,Cancel,278156587,,,-8000,,,
2.83117,,Cancel,278158271,,,-660,,,
2.831173,,Cancel,278157019,,,-8000,,,
2.831189,,Cancel,278149715,,,-1000,,,
2.831218,,Insert,278158287,0,B,660,124400,G,
2.831236,,Insert,278158295,0,B,8000,124400,G,
2.831253,,Cancel,278156259,,,-1000,,,
2.831281,,Insert,278158307,0,A,3000,124700,G,
2.831286,,Insert,278158315,0,A,2000,125500,G,
2.831288,,Cancel,278155647,,,-1000,,,
2.83132,,Cancel,278155587,,,-1000,,,
2.83137,,Insert,278158335,0,A,1000,124500,G,
2.831395,,Cancel,278158307,,,-3000,,,
2.831402,,Cancel,278158315,,,-2000,,,
2.831467,,Insert,278158347,0,B,1000,124400,G,
2.831472,,Cancel,278158335,,,-1000,,,
2.83148,,Insert,278158351,0,B,1000,124400,G,
2.831509,,Insert,278158359,0,A,2000,125500,G,
2.831725,,Cancel,278110307,,,-2000,,,
2.831725,,Insert,278158379,0,B,2000,124100,G,
2.831808,,Insert,278158387,0,A,1000,124600,G,
2.832,,Cancel,278156271,,,-2000,,,
2.832,,Insert,278158399,0,A,2000,159000,G,
2.832396,,Insert,278158443,0,A,1000,125200,G,
2.832413,,Cancel,278156067,,,-1000,,,
2.832428,,Insert,278158455,0,B,1000,124400,G,
2.832431,,Cancel,278158387,,,-1000,,,
2.832526,,Cancel,278121379,,,-1000,,,
2.832526,,Insert,278158463,0,B,1000,124300,G,
2.832622,,Cancel,278156011,,,-1000,,,
2.832745,,Cancel,278110935,,,-20000,,,
2.832822,,Cancel,278156035,,,-1000,,,
2.835692,,Cancel,278099375,,,-1000,,,
2.835744,,Insert,278158983,0,B,1000,124400,G,
2.835777,,Insert,278158987,0,B,1000,124100,G,
2.836633,,Cancel,278091219,,,-1000,,,
2.836636,,Insert,278159075,0,B,1000,124500,G,
2.836641,,Insert,278159079,0,B,1000,124500,G,
2.836673,,Insert,278159091,0,B,3000,124300,G,
2.836673,,Cancel,278150699,,,-3000,,,
2.836714,,Cancel,278150727,,,-2000,,,
2.836714,,Insert,278159099,0,B,2000,90700,G,
2.836737,,Insert,278159127,0,B,1000,124500,G,
2.836746,,Cancel,278092491,,,-2000,,,
2.836781,,Insert,278159135,0,B,1000,124500,G,
2.836854,,Cancel,278159127,,,-1000,,,
2.837704,,Insert,278159239,0,B,1000,124100,G,
2.838016,,Insert,278159255,0,B,1000,124500,G,
2.838736,,Cancel,278158455,,,-1000,,,
2.839639,,Cancel,278132455,,,-1000,,,
2.84025,,Cancel,278094363,,,-1000,,,
2.840559,,Insert,278159319,0,A,1000,125900,G,
2.841711,,Cancel,278093039,,,-2000,,,
2.844973,,Cancel,278156263,,,-3000,,,
2.845016,,Cancel,278097391,,,-20000,,,
2.845058,,Cancel,278089071,,,-660,,,
2.845196,,Insert,278159459,0,B,2000,124100,G,
2.845217,,Insert,278159467,0,B,660,124500,G,
2.84528,,Insert,278159479,0,B,1000,124200,G,
2.84528,,Cancel,278159467,,,-660,,,
2.845435,,Insert,278159483,0,B,1000,124500,G,
2.845456,,Cancel,278159483,,,-1000,,,
2.845456,,Cancel,278159459,,,-2000,,,
2.845518,,Insert,278159487,0,A,660,124600,G,
2.845576,,Cancel,278159479,,,-1000,,,
2.845852,,Cancel,278159135,,,-1000,,,
2.846538,,Cancel,278159255,,,-1000,,,
2.847293,,Insert,278159543,0,B,1000,124500,G,
2.847656,,Cancel,278159543,,,-1000,,,
2.853191,,Insert,278159619,0,A,1000,126100,G,
2.853846,,Insert,278159627,0,A,1000,124700,G,
2.856981,,Cancel,278158987,,,-1000,,,
2.859749,,Cancel,278159079,,,-1000,,,
2.862158,,Insert,5033618,1,B,70,124700,G,
2.867314,,Insert,278159763,0,A,20000,127000,G,
2.891319,,Insert,278159951,0,B,1000,124500,G,
2.892453,,Cancel,7078575,,,-10000,,,
2.892453,,Cancel,7078576,,,-10000,,,
2.892453,,Insert,7078577,1,A,10000,125200,G,
2.892453,,Insert,7078578,1,B,10000,124000,G,
2.932121,,Cancel,278158379,,,-2000,,,
2.932121,,Insert,278160291,0,B,2000,123100,G,
2.932124,,Insert,278160295,0,A,1000,124600,G,
2.932188,,Cancel,278158983,,,-1000,,,
2.932189,,Insert,278160299,0,A,8000,124600,G,
2.932314,,Insert,278160311,0,B,2000,124100,G,
2.932374,,Insert,278160315,0,A,1000,124600,G,
2.940447,,Cancel,278159239,,,-1000,,,
2.943268,,Insert,278160375,0,A,20000,127000,G,
2.945557,,Insert,278160383,0,A,2000,125700,G,
2.995335,,Insert,278160907,0,B,1000,124100,G,
2.997853,,Cancel,278160299,,,-8000,,,
3.089737,,Insert,278161887,0,A,260,124600,G,
3.089743,,Insert,278161895,0,A,1000,124600,G,
3.089759,,Cancel,278149615,,,-1000,,,
3.089835,,Insert,278161907,0,A,1000,124600,G,
3.08986,,Insert,278161915,0,B,1000,95100,G,
3.093765,,Cancel,278161887,,,-260,,,
3.098252,,Insert,5594982,0,A,1000,124500,F,
3.098252,,Insert,5594983,0,A,1000,124500,F,
3.098276,,Insert,278162027,0,A,650,124600,G,
3.098279,,Cancel,278158443,,,-1000,,,
3.098283,,Insert,278162031,0,A,1000,124600,G,
3.098283,,Cancel,278161895,,,-1000,,,
3.098287,,Insert,278162043,0,B,2000,123500,G,
3.098292,,Insert,278162051,0,A,1000,124700,G,
3.098292,,Insert,278162055,0,B,1000,123800,G,
3.098292,,Insert,278162059,0,B,1000,124400,G,
3.098299,,Insert,278162063,0,A,8000,124600,G,
3.098326,,Insert,278162071,0,A,1000,124600,G,
3.098355,,Cancel,278162031,,,-1000,,,
3.098355,,Insert,278162079,0,A,1000,124500,G,
3.098376,,Cancel,278159099,,,-2000,,,
3.098376,,Insert,278162083,0,B,2000,90600,G,
3.098381,,Cancel,278162051,,,-1000,,,
3.098381,,Cancel,278159627,,,-1000,,,
3.098383,,Cancel,278158359,,,-2000,,,
3.098392,,Insert,278162091,0,A,3000,124700,G,
3.098429,,Cancel,278158399,,,-2000,,,
3.098429,,Insert,278162103,0,A,2000,158900,G,
3.098868,,Cancel,278160311,,,-2000,,,
3.099389,,Cancel,278162059,,,-1000,,,
3.099417,,Cancel,278158347,,,-1000,,,
3.099594,,Cancel,278155611,,,-1000,,,
3.099621,,Insert,278162219,0,A,1000,124900,G,
3.099703,,Cancel,278158287,,,-660,,,
3.099705,,Insert,278162231,0,A,660,124500,G,
3.099761,,Cancel,278160907,,,-1000,,,
3.100707,,Cancel,278162231,,,-660,,,
3.102316,,Cancel,278162027,,,-650,,,
3.102342,,Insert,278162475,0,B,660,124400,G,
3.105037,,Insert,278162503,0,B,1000,124400,G,
3.106386,,Cancel,278162475,,,-660,,,
3.106548,,Insert,278162531,0,B,660,124400,G,
3.106664,,Cancel,278160383,,,-2000,,,
3.106805,,Insert,278162543,0,B,1000,124400,G,
3.107454,,Cancel,278162531,,,-660,,,
3.107769,,Cancel,278158295,,,-8000,,,
3.107989,,Cancel,278162543,,,-1000,,,
3.108832,,Insert,278162587,0,B,650,124400,G,
3.10885,,Insert,278162591,0,B,8000,124400,G,
3.113256,,Cancel,278162587,,,-650,,,
3.113258,,Insert,278162643,0,A,650,124500,G,
3.11326,,Cancel,278162503,,,-1000,,,
3.113271,,Cancel,278159619,,,-1000,,,
3.113296,,Insert,278162655,0,A,8000,124500,G,
3.113307,,Insert,278162663,0,A,1000,126000,G,
3.113531,,Cancel,278162591,,,-8000,,,
3.113732,,Insert,278162699,0,B,1000,124400,G,
3.113814,,Insert,278162703,0,A,1000,124500,G,
3.113836,,Insert,278162711,0,A,1000,125100,G,
3.113979,,Cancel,278162699,,,-1000,,,
3.114392,,Cancel,278158351,,,-1000,,,
3.114392,,Cancel,278160315,,,-1000,,,
3.114393,,Insert,278162815,0,A,1000,124500,G,
3.116214,,Insert,278163031,0,A,1000,124500,G,
3.116426,,Cancel,278159091,,,-3000,,,
3.116466,,Insert,278163051,0,A,2000,124800,G,
3.116779,,Cancel,278163051,,,-2000,,,
3.118556,,Insert,278163119,0,A,2000,124800,G,
3.11894,,Cancel,278158463,,,-1000,,,
3.119347,,Insert,278163139,0,A,1990,124500,G,
3.121183,,Cancel,278150675,,,-1000,,,
3.121219,,Insert,278163203,0,B,1000,124300,G,
3.121219,,Insert,278163207,0,B,1000,124300,G,
3.12122,,Insert,278163211,0,B,1000,124000,G,
3.121263,,Cancel,278162083,,,-2000,,,
3.121263,,Insert,278163219,0,B,2000,90500,G,
3.121296,,Insert,278163235,0,B,2000,123400,G,
3.121342,,Insert,278163239,0,B,1000,123700,G,
3.123613,,Insert,278163355,0,A,2000,124600,G,
3.124627,,Cancel,278163139,,,-1990,,,
3.124627,,Insert,278163431,0,A,1990,124400,G,
3.124652,,Cancel,278163355,,,-2000,,,
3.124654,,Cancel,278149751,,,-2000,,,
3.124655,,Cancel,278149823,,,-1000,,,
3.124665,,Insert,278163435,0,A,3000,124600,G,
3.124667,,Cancel,278162091,,,-3000,,,
3.124704,,Cancel,278162103,,,-2000,,,
3.124704,,Insert,278163455,0,A,2000,158800,G,
3.127086,,Cancel,278147575,,,-8000,,,
3.127086,,Cancel,278163203,,,-1000,,,
3.127088,,Cancel,278158023,,,-1000,,,
3.135676,,Cancel,278162071,,,-1000,,,
3.140934,,Cancel,278163431,,,-1990,,,
3.141009,,Cancel,278163455,,,-2000,,,
3.141009,,Insert,278163927,0,A,2000,158900,G,
3.14138,,Insert,278163935,0,A,2000,125400,G,
3.145778,,Insert,278163963,0,A,2000,124700,G,
3.149035,,Insert,278164031,0,A,1000,124600,G,
3.149052,,Insert,278164035,0,B,8000,124300,G,
3.149056,,Insert,278164039,0,B,1000,122800,G,
3.149192,,Insert,278164043,0,B,1000,124300,G,
3.149377,,Insert,278164055,0,A,1000,125100,G,
3.157381,,Cancel,278164043,,,-1000,,,
3.160885,,Cancel,278164055,,,-1000,,,
3.168921,,Insert,278165203,0,A,1000,124600,G,
3.181601,,Insert,278165291,0,A,1000,124600,G,
3.196566,,Insert,278165419,0,A,1000,124400,G,
3.196577,,Cancel,278163207,,,-1000,,,
3.196577,,Insert,278165431,0,A,1000,124400,G,
3.196579,,Cancel,278149663,,,-660,,,
3.196598,,Cancel,278165203,,,-1000,,,
3.196598,,Cancel,278164031,,,-1000,,,
3.196598,,Cancel,278165291,,,-1000,,,
3.196603,,Cancel,278138371,,,-1000,,,
3.196616,,Cancel,278147835,,,-1000,,,
3.196638,,Cancel,278163927,,,-2000,,,
3.196638,,Insert,278165471,0,A,2000,158800,G,
3.196783,,Cancel,278163935,,,-2000,,,
3.197047,,Insert,278165563,0,A,660,124400,G,
3.201595,,Cancel,7078577,,,-10000,,,
3.201595,,Cancel,7078578,,,-10000,,,
3.201595,,Insert,7078579,1,A,10000,125000,G,
3.201595,,Insert,7078580,1,B,10000,123800,G,
3.204658,,Insert,278166007,0,A,2000,124600,G,
3.204675,,Cancel,278153371,,,-2000,,,
3.204685,,Cancel,278162815,,,-1000,,,
3.20489,,Cancel,278153367,,,-2000,,,
3.20489,,Insert,278166127,0,B,2000,123000,G,
3.205027,,Cancel,278147823,,,-1000,,,
3.205029,,Cancel,278147819,,,-2000,,,
3.205188,,Insert,278166215,0,A,8000,124400,G,
3.205229,,Insert,278166247,0,A,1000,124400,G,
3.205655,,Cancel,278165563,,,-660,,,
3.205837,,Cancel,278163211,,,-1000,,,
3.205874,,Insert,278166459,0,A,660,124400,G,
3.205962,,Cancel,278166459,,,-660,,,
3.205969,,Insert,278166511,0,A,7000,125400,G,
3.206022,,Cancel,278159319,,,-1000,,,
3.206022,,Insert,278166523,0,A,1000,124800,G,
3.207583,,Cancel,278166215,,,-8000,,,
3.207609,,Insert,278166623,0,A,660,124400,G,
3.208113,,Insert,278166651,0,B,1000,124300,G,
3.208595,,Cancel,278166651,,,-1000,,,
3.209188,,Cancel,278150151,,,-1000,,,
3.210195,,Insert,278166735,0,A,1000,125000,G,
3.210217,,Cancel,278161915,,,-1000,,,
3.210223,,Insert,278166739,0,B,1000,80300,G,
3.210713,,Insert,278166779,0,B,1000,124300,G,
3.210715,,Insert,278166783,0,B,2000,124000,G,
3.213257,,Insert,278166927,0,A,2000,124500,G,
3.213276,,Cancel,278164035,,,-8000,,,
3.213434,,Cancel,278166779,,,-1000,,,
3.213497,,Insert,278166963,0,B,8000,124300,G,
3.21356,,Insert,278166991,0,B,1000,124300,G,
3.213587,,Cancel,278166783,,,-2000,,,
3.213695,,Insert,278167007,0,B,2000,124000,G,
3.218222,,Cancel,278166963,,,-8000,,,
3.219431,,Insert,278167127,0,B,8000,124300,G,
3.219445,,Cancel,278166735,,,-1000,,,
3.219458,,Insert,278167131,0,B,1000,94900,G,
3.219474,,Cancel,278166247,,,-1000,,,
3.22023,,Insert,278167143,0,A,1000,125000,G,
3.223995,,Cancel,278167127,,,-8000,,,
3.224135,,Cancel,278166991,,,-1000,,,
3.224142,,Cancel,278167007,,,-2000,,,
3.224237,,Insert,278167435,0,A,1000,124400,G,
3.224552,,Insert,278167563,0,A,8000,124400,G,
3.224562,,Insert,278167567,0,A,1000,124400,G,
3.224581,,Insert,278167579,0,A,1000,124500,G,
3.224787,,Cancel,278162663,,,-1000,,,
3.224826,,Insert,278167683,0,A,1000,125900,G,
3.224832,,Insert,278167691,0,B,2000,124000,G,
3.224948,,Cancel,278167691,,,-2000,,,
3.225055,,Insert,278167815,0,B,2000,124000,G,
3.22516,,Cancel,278167815,,,-2000,,,
3.225301,,Insert,278167943,0,B,2000,124000,G,
3.225472,,Cancel,278167683,,,-1000,,,
3.227854,,Cancel,278167563,,,-8000,,,
3.231401,,Cancel,278167943,,,-2000,,,
3.232392,,Insert,278168779,0,A,1000,124400,G,
3.236679,,Cancel,278168779,,,-1000,,,
3.237715,,Insert,278169015,0,B,2000,124000,G,
3.237881,,Insert,278169031,0,B,8000,124300,G,
3.238007,,Insert,278169043,0,B,1000,124300,G,
3.238201,,Insert,278169067,0,B,1000,124300,G,
3.238224,,Cancel,278167567,,,-1000,,,
3.238444,,Cancel,278167435,,,-1000,,,
3.238558,,Cancel,278169043,,,-1000,,,
3.238563,,Cancel,278166623,,,-660,,,
3.238565,,Cancel,278169067,,,-1000,,,
3.238664,,Insert,278169135,0,A,660,124400,G,
3.239188,,Insert,278169159,0,A,1000,124400,G,
3.240043,,Cancel,278169015,,,-2000,,,
3.240165,,Cancel,278169031,,,-8000,,,
3.240726,,Insert,278169335,0,A,1000,124400,G,
3.267185,,Insert,278169847,0,A,8000,124400,G,
3.267254,,Insert,278169863,0,A,1000,125900,G,
3.267866,,Cancel,278163219,,,-2000,,,
3.267866,,Insert,278169919,0,B,2000,90400,G,
3.297393,,Cancel,278169335,,,-1000,,,
3.297416,,Cancel,278152187,,,-1000,,,
3.307925,,Cancel,278169847,,,-8000,,,
3.39735,,Insert,278172931,0,A,8000,124400,G,
3.413901,,Insert,5033619,1,A,7,124300,G,
3.425666,,Insert,278173379,0,A,2000,124700,G,
3.425669,,Cancel,278146807,,,-710,,,
3.425693,,Insert,278173383,0,A,1000,153800,G,
3.425704,,Insert,278173387,0,B,1000,124200,G,
3.425708,,Insert,278173391,0,B,1000,123900,G,
3.42571,,Insert,278173395,0,B,1000,124200,G,
3.425913,,Insert,278173411,0,B,2000,123300,G,
3.480615,,Cancel,278172931,,,-8000,,,
3.48111,,Cancel,278173379,,,-2000,,,
3.485551,,Insert,278174367,0,B,1000,124300,G,
3.485558,,Insert,278174375,0,B,8000,124300,G,
3.485559,,Cancel,278173387,,,-1000,,,
3.485585,,Insert,278174383,0,B,3000,124100,G,
3.48565,,Cancel,278169919,,,-2000,,,
3.48565,,Insert,278174395,0,B,2000,90500,G,
3.485654,,Cancel,278173411,,,-2000,,,
3.485775,,Insert,278174403,0,B,1000,124300,G,
3.48616,,Cancel,278174403,,,-1000,,,
3.487863,,Cancel,278174375,,,-8000,,,
3.496267,,Cancel,278174367,,,-1000,,,
3.496303,,Insert,278174691,0,B,1000,124200,G,
3.496346,,Cancel,278174395,,,-2000,,,
3.496346,,Insert,278174703,0,B,2000,90400,G,
3.49639,,Insert,278174711,0,B,2000,123300,G,
3.502857,,Cancel,7078579,,,-10000,,,
3.502857,,Cancel,7078580,,,-10000,,,
3.502857,,Insert,7078581,1,A,10000,124900,G,
3.502857,,Insert,7078582,1,B,10000,123700,G,
3.504736,,Insert,278174875,0,A,8000,124400,G,
3.504797,,Insert,278174887,0,A,2000,124700,G,
3.504808,,Cancel,278164039,,,-1000,,,
3.504891,,Insert,278174895,0,A,1000,124400,G,
3.504962,,Insert,278174899,0,A,1000,124400,G,
3.512645,,Cancel,278174899,,,-1000,,,
3.512975,,Cancel,278174887,,,-2000,,,
3.514551,,Insert,278174979,0,A,2000,124700,G,
3.514823,,Cancel,278174979,,,-2000,,,
3.515011,,Insert,278174983,0,A,2000,124700,G,
3.519899,,Cancel,278174983,,,-2000,,,
3.519917,,Insert,278175199,0,B,1000,124300,G,
3.519935,,Cancel,278174895,,,-1000,,,
3.519948,,Cancel,278174875,,,-8000,,,
3.519999,,Cancel,278174703,,,-2000,,,
3.519999,,Insert,278175207,0,B,2000,90500,G,
3.520092,,Insert,278175227,0,A,1000,124400,G,
3.520119,,Cancel,278174711,,,-2000,,,
3.558054,,Insert,278176107,0,B,1000,122700,G,
3.562774,,Cancel,278175227,,,-1000,,,
3.578514,,Cancel,278173395,,,-1000,,,
3.589463,,Insert,278176407,0,A,1000,124400,G,
3.590001,,Insert,278176411,0,A,8000,124400,G,
3.590024,,Insert,278176415,0,A,1000,124400,G,
3.590102,,Insert,278176419,0,A,2000,124700,G,
3.590115,,Cancel,278175199,,,-1000,,,
3.590192,,Cancel,278175207,,,-2000,,,
3.590192,,Insert,278176423,0,B,2000,90400,G,
3.590272,,Insert,278176431,0,B,2000,123300,G,
3.590323,,Cancel,278148499,,,-1000,,,
3.590402,,Insert,278176443,0,A,1000,124400,G,
3.590483,,Cancel,278146899,,,-1000,,,
3.590484,,Insert,278176451,0,A,1000,124300,G,
3.590493,,Insert,278176455,0,B,1000,123200,G,
3.59051,,Cancel,278166927,,,-2000,,,
3.590511,,Cancel,278167579,,,-1000,,,
3.590517,,Insert,278176463,0,A,3000,124500,G,
3.590528,,Cancel,278163435,,,-3000,,,
3.59055,,Cancel,278176415,,,-1000,,,
3.590564,,Cancel,278165471,,,-2000,,,
3.590564,,Insert,278176479,0,A,2000,158700,G,
3.590595,,Insert,278176491,0,B,1000,124200,G,
3.590611,,Cancel,278146955,,,-2000,,,
3.590794,,Cancel,278176451,,,-1000,,,
3.590822,,Insert,278176527,0,A,2000,124500,G,
3.590874,,Cancel,278176479,,,-2000,,,
3.590874,,Insert,278176539,0,A,2000,158800,G,
